name,album,album_base,release_date,release_year,era,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_min,is_taylor_version,is_live,mood_tags,cluster,cluster_name
mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),12,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,44,3.9544333333333332,False,True,"acoustic, high-energy, fast-tempo",,not clustered / live track
epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),13,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,43,4.8291,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),14,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,45,4.908666666666667,False,True,"acoustic, low-energy",,not clustered / live track
peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),15,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,43,3.9,False,True,"acoustic, low-energy, fast-tempo",,not clustered / live track
hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),16,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,43,3.667333333333333,False,True,"acoustic, low-energy, danceable",,not clustered / live track
the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),17,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,45,3.5302166666666666,False,True,"acoustic, low-energy, melancholic, fast-tempo",,not clustered / live track
the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),1,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,0.156,54,3.6648833333333335,False,True,"acoustic, low-energy, danceable, melancholic, fast-tempo",,not clustered / live track
cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),2,0.88,0.395,0.234,0.0,0.107,-9.704,0.0382,86.478,0.247,54,3.8446666666666665,False,True,"acoustic, low-energy, melancholic, slow-tempo",,not clustered / live track
the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),3,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,0.614,51,3.8724333333333334,False,True,"acoustic, bright, fast-tempo",,not clustered / live track
exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),4,0.848,0.359,0.305,6.74e-05,0.111,-10.295,0.0306,151.956,0.108,53,4.664883333333333,False,True,"acoustic, low-energy, melancholic, fast-tempo",,not clustered / live track
my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),5,0.946,0.531,0.172,1.01e-05,0.0615,-12.34,0.0351,129.007,0.168,55,4.91955,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),6,0.78,0.509,0.386,3.45e-05,0.118,-8.434,0.0272,109.993,0.109,53,3.9562166666666667,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),7,0.914,0.694,0.449,0.000126,0.1,-11.49,0.0301,94.963,0.363,51,3.4831,False,True,"acoustic, danceable",,not clustered / live track
august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),8,0.5,0.554,0.663,4.77e-05,0.791,-8.961,0.0324,89.977,0.545,54,4.333333333333333,False,True,"high-energy, slow-tempo",,not clustered / live track
this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),9,0.928,0.435,0.332,0.000898,0.0867,-11.611,0.031,68.097,0.157,54,3.4882166666666667,False,True,"acoustic, low-energy, melancholic, slow-tempo",,not clustered / live track
illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),10,0.883,0.489,0.235,0.0,0.113,-10.274,0.0356,117.699,0.435,53,3.062,False,True,"acoustic, low-energy",,not clustered / live track
invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),11,0.942,0.59,0.282,4.85e-06,0.11,-10.542,0.0281,83.438,0.351,51,4.289316666666667,False,True,"acoustic, low-energy, slow-tempo",,not clustered / live track
mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),12,0.887,0.663,0.465,0.000168,0.109,-10.463,0.0408,141.834,0.346,50,3.9722166666666667,False,True,"acoustic, danceable, fast-tempo",,not clustered / live track
epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),13,0.916,0.524,0.2,0.000392,0.068,-13.004,0.0274,93.87,0.113,49,4.581333333333333,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),14,0.841,0.538,0.316,0.0,0.119,-9.5,0.0299,95.68,0.518,51,4.834,False,True,"acoustic, low-energy",,not clustered / live track
peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),15,0.93,0.619,0.344,7.61e-05,0.0734,-11.472,0.0647,149.897,0.513,50,3.5728833333333334,False,True,"acoustic, low-energy, fast-tempo",,not clustered / live track
hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),16,0.962,0.682,0.155,0.0,0.18,-13.083,0.0394,118.832,0.483,51,3.6966666666666668,False,True,"acoustic, low-energy, danceable",,not clustered / live track
the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),2020-11-25,2020,Indie/Folk (2020),17,0.794,0.606,0.221,0.0,0.0888,-11.767,0.0468,89.844,0.112,53,3.328883333333333,False,True,"acoustic, low-energy, melancholic, slow-tempo",,not clustered / live track
the 1,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),1,0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,68,3.504,False,False,"acoustic, low-energy, danceable, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
cardigan,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),2,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,0.534,68,3.9926666666666666,False,False,fast-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
the last great american dynasty,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),3,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,0.701,66,3.85,False,False,"high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
exile (feat. Bon Iver),folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),4,0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,68,4.760666666666666,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
my tears ricochet,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),5,0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,68,4.264883333333334,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
mirrorball,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),6,0.686,0.549,0.417,1.9e-06,0.0604,-10.064,0.035,110.137,0.347,66,3.4828833333333336,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
seven,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),7,0.888,0.602,0.494,2.59e-05,0.0902,-10.813,0.0277,94.955,0.374,66,3.4817666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
august,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),8,0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,68,4.365333333333333,False,False,"acoustic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
this is me trying,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),9,0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,66,3.2517666666666667,False,False,fast-tempo,1.0,Cluster 1: 原声 · 忧郁
illicit affairs,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),10,0.862,0.529,0.304,0.0,0.108,-10.567,0.0356,119.58,0.44,66,3.18155,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
invisible string,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),11,0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,66,4.214666666666667,False,False,"acoustic, danceable, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
mad woman,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),12,0.67,0.593,0.7,6.77e-06,0.116,-9.016,0.0492,141.898,0.451,64,3.9544333333333332,False,False,"acoustic, high-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
epiphany,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),13,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,63,4.8291,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
betty,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),14,0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,65,4.908666666666667,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
peace,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),15,0.916,0.644,0.284,1.5e-05,0.0909,-12.879,0.0821,150.072,0.328,63,3.9,False,False,"acoustic, low-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
hoax,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),16,0.964,0.676,0.178,7.9e-06,0.135,-15.01,0.0394,118.84,0.404,63,3.667333333333333,False,False,"acoustic, low-energy, danceable",1.0,Cluster 1: 原声 · 忧郁
the lakes - bonus track,folklore (deluxe version),folklore,2020-08-18,2020,Indie/Folk (2020),17,0.842,0.313,0.258,1.3e-06,0.0948,-11.532,0.0383,179.947,0.268,67,3.5302166666666666,False,False,"acoustic, low-energy, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
the 1,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),1,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.884,0.172,74,3.504183333333333,False,False,"acoustic, low-energy, danceable, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
cardigan,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),2,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,84,3.9926666666666666,False,False,"bright, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
the last great american dynasty,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),3,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,70,3.8499833333333333,False,False,"high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
exile (feat. Bon Iver),folklore,folklore,2020-07-24,2020,Indie/Folk (2020),4,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,0.152,77,4.760566666666667,False,False,"acoustic, low-energy, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
my tears ricochet,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),5,0.806,0.469,0.263,0.0,0.0749,-10.63,0.0329,129.86,0.112,78,4.264883333333334,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
mirrorball,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),6,0.687,0.553,0.413,2.33e-06,0.0594,-10.037,0.0334,110.107,0.379,73,3.48295,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
seven,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),7,0.9,0.596,0.488,2.7e-05,0.091,-10.769,0.0274,94.922,0.415,70,3.4817666666666667,False,False,acoustic,1.0,Cluster 1: 原声 · 忧郁
august,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),8,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,0.403,84,4.365366666666667,False,False,slow-tempo,1.0,Cluster 1: 原声 · 忧郁
this is me trying,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),9,0.314,0.515,0.476,4.74e-05,0.171,-9.843,0.0328,135.886,0.412,73,3.2516166666666666,False,False,fast-tempo,1.0,Cluster 1: 原声 · 忧郁
illicit affairs,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),10,0.881,0.559,0.31,0.0,0.106,-10.445,0.0338,119.845,0.46,77,3.1816333333333335,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
invisible string,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),11,0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,0.45,73,4.214666666666667,False,False,"acoustic, danceable, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
mad woman,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),12,0.655,0.592,0.699,1.68e-05,0.114,-8.995,0.0471,141.916,0.506,65,3.9543,False,False,"acoustic, high-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
epiphany,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),13,0.731,0.175,0.267,0.000402,0.0858,-13.69,0.0302,94.203,0.106,64,4.82915,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
betty,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),14,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,0.502,73,4.908683333333333,False,False,"acoustic, low-energy",1.0,Cluster 1: 原声 · 忧郁
peace,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),15,0.918,0.647,0.272,1.73e-05,0.0918,-12.906,0.0916,150.044,0.339,65,3.9,False,False,"acoustic, low-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
hoax,folklore,folklore,2020-07-24,2020,Indie/Folk (2020),16,0.966,0.662,0.181,3.86e-06,0.133,-15.065,0.0415,118.819,0.429,65,3.6673666666666667,False,False,"acoustic, low-energy, danceable",1.0,Cluster 1: 原声 · 忧郁
I Forgot That You Existed,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),1,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,71,2.844,False,False,"low-energy, danceable",2.0,Cluster 2: 低能量 · 舞曲
Cruel Summer,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),2,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,93,2.9737666666666667,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Lover,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),3,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,0.453,86,3.6884333333333332,False,False,slow-tempo,1.0,Cluster 1: 原声 · 忧郁
The Man,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),4,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,81,3.1726666666666667,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Archer,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),5,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,75,3.5206666666666666,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
I Think He Knows,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),6,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,72,2.8897666666666666,False,False,"electronic/produced, low-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Miss Americana & The Heartbreak Prince,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),7,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,79,3.902433333333333,False,False,"electronic/produced, high-energy, danceable, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Paper Rings,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),8,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,78,3.7066666666666666,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Cornelia Street,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),9,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,74,4.787766666666666,False,False,"acoustic, danceable, melancholic",1.0,Cluster 1: 原声 · 忧郁
Death By A Thousand Cuts,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),10,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,72,3.308883333333333,False,False,"high-energy, danceable",0.0,Cluster 0: 电子 · 高能量 · 忧郁
London Boy,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),11,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,0.557,74,3.1706666666666665,False,False,"electronic/produced, high-energy, danceable, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Soon You’ll Get Better (feat. The Chicks),Lover,Lover,2019-08-23,2019,Indie/Folk (2020),12,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,66,3.359766666666667,False,False,"acoustic, low-energy, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
False God,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),13,0.736,0.739,0.32,0.000147,0.111,-10.862,0.239,79.97,0.351,73,3.338433333333333,False,False,"acoustic, low-energy, danceable, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
You Need To Calm Down,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),14,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,80,2.856,False,False,"electronic/produced, high-energy, danceable, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Afterglow,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),15,0.13,0.756,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,74,3.72155,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,Lover,2019-08-23,2019,Indie/Folk (2020),16,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,75,3.216666666666667,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
It’s Nice To Have A Friend,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),17,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,66,2.5073333333333334,False,False,"acoustic, low-energy, danceable, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
Daylight,Lover,Lover,2019-08-23,2019,Indie/Folk (2020),18,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,78,4.890883333333333,False,False,"acoustic, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
...Ready For It?,reputation,reputation,2017-11-10,2017,Pop (2014-2017),1,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,82,3.4697666666666667,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
End Game,reputation,reputation,2017-11-10,2017,Pop (2014-2017),2,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,0.151,74,4.080433333333334,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
I Did Something Bad,reputation,reputation,2017-11-10,2017,Pop (2014-2017),3,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,0.305,75,3.9708833333333335,False,False,"electronic/produced, danceable, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Don’t Blame Me,reputation,reputation,2017-11-10,2017,Pop (2014-2017),4,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,0.193,85,3.9402166666666667,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Delicate,reputation,reputation,2017-11-10,2017,Pop (2014-2017),5,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,81,3.8708833333333335,False,False,"danceable, melancholic",1.0,Cluster 1: 原声 · 忧郁
Look What You Made Me Do,reputation,reputation,2017-11-10,2017,Pop (2014-2017),6,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,0.506,81,3.530883333333333,False,False,"high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
So It Goes...,reputation,reputation,2017-11-10,2017,Pop (2014-2017),7,0.122,0.574,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,0.374,69,3.7984333333333336,False,False,"electronic/produced, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Gorgeous,reputation,reputation,2017-11-10,2017,Pop (2014-2017),8,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,76,3.494666666666667,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Getaway Car,reputation,reputation,2017-11-10,2017,Pop (2014-2017),9,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,0.351,79,3.8937666666666666,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
King Of My Heart,reputation,reputation,2017-11-10,2017,Pop (2014-2017),10,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,72,3.572,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Dancing With Our Hands Tied,reputation,reputation,2017-11-10,2017,Pop (2014-2017),11,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,72,3.5251,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Dress,reputation,reputation,2017-11-10,2017,Pop (2014-2017),12,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,75,3.83955,False,False,"electronic/produced, danceable, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
This Is Why We Can't Have Nice Things,reputation,reputation,2017-11-10,2017,Pop (2014-2017),13,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,70,3.4522166666666667,False,False,"electronic/produced, high-energy, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Call It What You Want,reputation,reputation,2017-11-10,2017,Pop (2014-2017),14,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,75,3.391766666666667,False,False,"melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
New Year’s Day,reputation,reputation,2017-11-10,2017,Pop (2014-2017),15,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,70,3.9244333333333334,False,False,"acoustic, low-energy, danceable, melancholic",1.0,Cluster 1: 原声 · 忧郁
All Too Well,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),1,0.0448,0.463,0.605,0.000334,0.128,-7.803,0.0293,186.113,0.317,35,5.486,False,True,"electronic/produced, fast-tempo",,not clustered / live track
Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),2,0.0703,0.55,0.688,0.00138,0.106,-7.416,0.0904,139.998,0.461,38,3.674,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
The Best Day,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),3,0.638,0.668,0.448,4.1e-06,0.158,-8.567,0.0285,126.066,0.386,30,4.1051,False,True,"acoustic, danceable",,not clustered / live track
Red,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),4,0.0779,0.605,0.899,0.000124,0.0911,-4.273,0.0423,124.982,0.647,33,3.7182166666666667,False,True,"electronic/produced, high-energy, bright",,not clustered / live track
Holy Ground,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),5,0.0159,0.627,0.816,0.0022,0.0965,-6.698,0.0774,157.043,0.648,29,3.3826666666666667,False,True,"electronic/produced, high-energy, bright, fast-tempo",,not clustered / live track
Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),6,0.315,0.626,0.427,0.0,0.138,-6.993,0.0234,99.962,0.265,32,3.411766666666667,False,True,melancholic,,not clustered / live track
Our Song,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),7,0.114,0.545,0.663,0.0,0.321,-5.05,0.0363,178.016,0.565,36,3.3906666666666667,False,True,"electronic/produced, high-energy, bright, fast-tempo",,not clustered / live track
22,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),8,0.00254,0.66,0.732,0.00146,0.0473,-6.565,0.0379,104.009,0.677,35,3.8686666666666665,False,True,"electronic/produced, high-energy, danceable, bright",,not clustered / live track
I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),9,0.00476,0.536,0.464,2.74e-06,0.0358,-6.761,0.0412,77.318,0.666,36,3.662,False,True,"electronic/produced, bright, slow-tempo",,not clustered / live track
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),10,0.059,0.73,0.444,1.8e-05,0.14,-8.418,0.0538,117.979,0.106,79,4.1193333333333335,False,True,"electronic/produced, danceable, melancholic",,not clustered / live track
